"Network.ID","Davidson_Resident","Count.Network.IDs","Avg.Time","Dupes","Priority.Police","Full.Funding.Police","Full.Funding.Sheriff"
"22b2387935",1,1,8,0,"No","No","No"
"22cdc7e729",1,1,9,0,"No","No","No"
"22e1698e56",1,1,10,0,"No","No","No"
"23027d2cab",1,1,13,0,"No","No","No"
"2306565b59",1,1,3,0,"No","No","No"
"2330a86163",1,1,10,0,"No","No","No"
"233ec2ec0f",1,1,4,0,"No","No","No"
"234acc5b21",1,1,5,0,"No","No","No"
"234f1ca13a",1,1,5,0,"No","No","No"
"235c9ef4d0",1,1,16,0,"No","No","No"
"2363bc7856",1,1,7,0,"No","No","No"
"2373772759",1,1,7,0,"No","No","No"
"2376e86fd2",0,1,0,1,"No","No","No"
"2378324304",0,1,0,1,"No","No","No"
"2395dcc15e",1,1,5,0,"No","No","No"
"239f6f40b4",1,1,8,0,"No","No","No"
"23abae6542",1,1,6,0,"No","No","No"
"23c149180e",1,1,4,0,"No","No","No"
"23c4933ce9",1,1,9,0,"No","No","No"
"23d54e0c8a",0,1,0,1,"No","No","No"
"23ffc55be7",1,1,8,0,"No","No","No"
"241fb8c3e7",1,1,7,0,"Yes","Yes","Yes"
"243eb80994",1,1,9,0,"Yes","Yes","Yes"
"243fd839d8",1,1,5,0,"No","No","No"
"24442f842f",1,1,6,0,"No","No","No"
"244733003",1,1,6,0,"No","No","No"
"244e56be44",1,1,11,0,"No","No","No"
"2461f7da12",1,1,7,0,"No","No","No"
"2494b6e210",1,1,7,0,"No","No","No"
"24b86fc5e8",1,1,8,0,"No","No","No"
"24da9f498c",1,1,11,0,"No","No","No"
"24e2cc673c",1,1,5,0,"No","No","No"
"24e82f6751",0,1,0,1,"No","No","No"
"24fa823887",1,1,7,0,"Yes","Yes","Yes"
"2534abca84",1,1,4,0,"No","No","No"
"25403cd754",1,1,7,0,"No","No","No"
"2588bd4686",1,1,8,0,"No","No","No"
"2588d27286",1,1,7,0,"No","No","No"
"25b8941606",0,1,1,1,"No","No","No"
"25be6302e2",1,1,7,0,"No","No","No"
"25facaf4c7",0,1,0,1,"No","No","No"
"260f5dbe82",0,1,64,0,"No","No","No"
"2621f02c14",1,1,5,0,"No","No","No"
"264c5489f6",1,1,6,0,"No","No","No"
"2650716c7e",1,1,12,0,"No","No","No"
"2659465fbb",1,1,6,0,"No","No","No"
"265b77689e",1,1,6,0,"No","No","No"
"266954c47c",1,1,36,0,"No","No","No"
"2674a6c956",1,1,5,0,"No","No","No"
"267f121d92",1,1,6,0,"No","No","No"
"268844c711",1,1,5,0,"No","Yes","Yes"
"26a20a7256",1,1,6,0,"No","No","No"
"26bf6154e5",1,1,4,0,"Yes","Yes","Yes"
"26cd52682a",1,1,10,0,"No","No","No"
"26dadc17a7",1,1,11,0,"No","No","No"
"26dce8f83c",1,1,8,0,"No","No","No"
"26e1de8497",1,1,5,0,"No","No","No"
"2738655d28",1,1,9,0,"Yes","Yes","Yes"
"27518d721b",1,1,18,0,"No","No","No"
"2752a00def",1,1,8,0,"No","No","No"
"277c9649d3",1,1,21,0,"No","No","Yes"
"277f3435fe",1,1,6,0,"No","Yes","Yes"
"277f9e4d07",1,1,8,0,"No","No","No"
"2796991c50",1,1,5,0,"No","No","No"
"2796cc61c8",0,1,0,1,"No","No","No"
"2799763739",0,1,0,1,"No","No","No"
"27a08d203d",1,1,7,0,"No","No","No"
"27c23cdc51",1,1,9,0,"No","No","No"
"27c30f21f0",1,1,6,0,"No","No","No"
"27c50381ad",0,1,1,1,"No","No","No"
"27cdf4bab0",1,1,6,0,"No","No","No"
"27d36abd2f",1,1,4,0,"No","No","No"
"27e15c2332",1,1,6,0,"No","No","No"
"27e8881ab7",1,1,12,0,"No","No","No"
"27f58de0d9",1,1,4,0,"No","No","No"
"281c0fd774",1,1,7,0,"No","No","No"
"2830edd443",1,1,7,0,"No","No","No"
"283148332c",1,1,9,0,"No","No","No"
"287910627b",1,1,5,0,"No","No","No"
"289261f4ba",1,1,8,0,"No","No","No"
"28d192fc12",1,1,6,0,"No","No","No"
"293d6ea080",1,1,11,0,"No","No","No"
"2951b01da0",1,1,10,0,"No","No","No"
"29534ac471",0,1,7,0,"No","No","No"
"296411325d",1,1,12,0,"No","No","No"
"29684677f6",1,1,6,0,"No","No","No"
"29685c74c9",1,1,6,0,"No","No","No"
"298071c497",0,1,5,0,"No","No","No"
"299a4a88e6",1,1,7,0,"No","No","No"
"299fb70d4e",1,1,2,0,"No","No","No"
"29b78054ce",1,1,9,0,"No","No","No"
"29b789486b",1,1,6,0,"No","No","No"
"29bc43cfb8",0,1,1,1,"No","No","No"
"29ce22db3d",0,1,0,1,"No","No","No"
"29d9e11690",0,1,1,1,"No","No","No"
"29f945f87e",1,1,13,0,"No","No","No"
"2a19dcd010",1,1,3,0,"Yes","Yes","Yes"
"2a53fe831e",1,1,7,0,"No","No","No"
"2a79ed627f",1,1,16,0,"No","No","No"
"2a8f1adc9a",1,1,16,0,"No","No","No"
"2ab9ac9d53",1,1,5,0,"No","No","No"
"2abb476060",1,1,13,0,"No","No","No"
"2accd22a38",1,1,6,0,"No","No","No"
"2ad0412479",1,1,5,0,"No","No","No"
"2ae10b14ab",1,1,7,0,"No","Yes","Yes"
"2aef2e858c",1,1,40,0,"No","No","No"
"2b109bdbcc",0,1,1,1,"No","No","No"
"2b30744f31",1,1,5,0,"No","No","No"
"2b4306c416",1,1,8,0,"No","No","No"
"2ba34f91e8",1,1,8,0,"No","No","No"
"2bdeaa8e3d",1,1,10,0,"No","No","No"
"2bf737d071",1,1,12,0,"No","No","No"
"2c093276dc",1,1,10,0,"No","No","No"
"2c1524b1db",1,1,11,0,"No","No","No"
"2c240cd0d7",1,1,5,0,"No","No","No"
"2c2ee69992",1,1,9,0,"No","No","No"
"2c4581081e",1,1,13,0,"No","No","No"
"2c73bed16e",1,1,11,0,"No","No","No"
"2c78066d58",1,1,12,0,"No","No","No"
"2c787c638e",1,1,8,0,"No","No","No"
"2c816a5899",1,1,4,0,"No","No","No"
"2c9946e67c",1,1,4,0,"No","No","No"
"2c9cb23311",1,1,8,0,"No","No","No"
"2cd199246c",1,1,40,0,"No","No","No"
"2cdb431731",1,1,6,0,"No","No","No"
"2daf4b4771",1,1,11,0,"No","No","No"
"2dbb155954",0,1,0,1,"No","No","No"
"2dc94615a4",1,1,7,0,"No","No","No"
"2dd506adad",0,1,0,1,"No","No","No"
"2ddc95927d",1,1,11,0,"No","Yes","No"
"2ddde5dba8",1,1,10,0,"No","No","No"
"2dea8c25f3",1,1,6,0,"No","No","No"
"2df24d0733",1,1,11,0,"No","No","No"
"2e0060251a",1,1,11,0,"No","No","No"
"2e01e707d3",0,1,1,1,"No","No","No"
"2e18f8556b",1,1,6,0,"No","No","No"
"2e374b3d00",1,1,3,0,"No","No","No"
"2e61d84d9b",1,1,10,0,"No","No","No"
"2e689a8346",1,1,9,0,"No","No","No"
"2e7785f412",0,1,0,1,"No","No","No"
"2e7dc8ce79",0,1,1,1,"No","No","No"
"2e9291e0ad",0,1,0,1,"No","No","No"
"2eb20dcd34",1,1,5,0,"No","No","No"
"2efebbcb11",1,1,5,0,"Yes","Yes","Yes"
"2f10f56ac3",1,1,9,0,"Yes","Yes","Yes"
"2f16109e5d",0,1,1,1,"No","No","No"
"2f35bb22b1",1,1,6,0,"No","No","No"
"2f3e018e3a",1,1,7,0,"No","No","No"
"2f56f06f9a",1,1,4,0,"No","No","No"
"2f77071961",1,1,7,0,"No","No","No"
"2f7b8d6e3f",1,1,7,0,"No","No","No"
"2f8306b5be",1,1,8,0,"No","No","No"
"2f974f4292",1,1,6,0,"No","No","No"
"2fb9bff695",1,1,6,0,"No","No","No"
"2fc988723f",1,1,7,0,"No","No","No"
"2fd1749796",1,1,16,0,"No","No","No"
"2fe527f47e",1,1,7,0,"No","No","No"
"300778d7f3",1,1,47,0,"No","No","No"
"30190d8557",0,1,1,1,"No","No","No"
"3042c6a37f",1,1,7,0,"Yes","Yes","Yes"
"30435dd1c2",1,1,7,0,"No","No","No"
"306e25a8b3",1,1,18,0,"Yes","Yes","Yes"
"3070ce4da7",1,1,7,0,"No","No","No"
"307543e8b1",1,1,10,0,"No","No","No"
"30771c6645",1,1,6,0,"No","No","No"
"307c81429a",0,1,0,1,"No","No","No"
"308edbf3d8",1,1,11,0,"No","No","No"
"3095c92a5a",1,1,7,0,"No","No","No"
"309662925a",1,1,8,0,"No","No","No"
"30a764a7fb",1,1,5,0,"No","No","No"
"30bdcff5cb",1,1,11,0,"Yes","Yes","Yes"
"30bfeb6be6",1,1,9,0,"No","No","No"
"30cfd006d3",1,1,8,0,"No","No","No"
"30dd5247a0",1,1,36,0,"No","No","No"
"30f877bf8b",1,1,7,0,"Yes","Yes","Yes"
"30fd15f731",1,1,6,0,"No","No","No"
"30fe20c64b",1,1,7,0,"No","No","No"
"3102ea4671",1,1,17,0,"No","No","No"
"310d450f33",1,1,7,0,"No","No","No"
"31352ccd58",1,1,4,0,"No","No","No"
"31790e179a",1,1,8,0,"No","No","No"
"3181c32bc9",1,1,10,0,"No","No","No"
"3183473b82",0,1,0,1,"No","No","No"
"31b118fddc",1,1,5,0,"Yes","Yes","Yes"
"31cafc88a8",1,1,8,0,"No","No","No"
"31d0cbc6f0",1,1,4,0,"No","No","No"
"31de04fc44",1,1,7,0,"Yes","Yes","Yes"
"31e424fe00",1,1,3,0,"No","No","No"
"31eb3892ec",1,1,30,0,"No","No","No"
"31f2040a51",1,1,7,0,"No","No","No"
"320b12c6e1",1,1,4,0,"No","No","No"
"322bde717b",1,1,12,0,"No","No","No"
"323c92dbc3",1,1,8,0,"No","No","No"
"3268bdb0e8",1,1,7,0,"No","No","No"
"326bc0eeb9",1,1,7,0,"No","No","No"
"3270d41da5",1,1,11,0,"No","No","No"
"32736c5612",1,1,4,0,"Yes","Yes","Yes"
"328299faef",1,1,10,0,"No","No","No"
"32e5d9f711",1,1,4,0,"No","No","No"
"32ee3cdfe3",1,1,4,0,"No","No","No"
"3320254d8f",1,1,35,0,"No","No","No"
"3338fe9145",1,1,3,0,"No","No","No"
"333a8a5641",0,1,0,1,"No","No","No"
"33802c7e95",1,1,18,0,"No","No","No"
"338b08e7ad",1,1,57,0,"No","Yes","No"
"339063fc15",1,1,12,0,"No","No","No"
"3398373cc1",1,1,7,0,"No","No","No"
"33a094b459",1,1,10,0,"No","Yes","Yes"
"33a4a15c45",1,1,16,0,"No","No","No"
"33c4dd214a",1,1,6,0,"No","No","No"
"33c5dbabc6",1,1,8,0,"Yes","Yes","Yes"
"33ce512c69",1,1,4,0,"No","No","No"
"34058652ad",1,1,4,0,"No","No","No"
"3406e87e48",0,1,1,1,"No","No","No"
"341b73c836",1,1,10,0,"Yes","Yes","Yes"
"3423b69c30",1,1,6,0,"Yes","No","No"
"343baaa991",1,1,7,0,"No","No","No"
"343c6a3a91",1,1,6,0,"No","Yes","Yes"
"3445dfd0d3",1,1,7,0,"No","No","No"
"344cb6eb14",1,1,8,0,"Yes","Yes","Yes"
"34596e69d6",1,1,5,0,"No","No","No"
"345b5c13df",1,1,7,0,"No","No","No"
"345c441d63",1,1,8,0,"Yes","No","No"
"34914c7437",1,1,5,0,"No","No","No"
"349726055c",1,1,9,0,"No","No","No"
"349e44bee8",1,1,8,0,"No","No","No"
"34a3badce6",1,1,10,0,"No","No","No"
"34af6a681f",1,1,6,0,"No","No","No"
"34c5a8cc0c",1,1,9,0,"No","No","No"
"34f46aed3f",1,1,12,0,"Yes","Yes","No"
"3520f2ecc4",1,1,4,0,"Yes","Yes","Yes"
"358cd1334b",1,1,5,0,"No","No","No"
"35943b888b",1,1,12,0,"No","No","No"
"359f9ff4f0",1,1,7,0,"No","No","No"
"35f41f7bce",1,1,6,0,"Yes","Yes","Yes"
"35f51204c8",1,1,6,0,"No","No","No"
"35f83aa5a9",1,1,9,0,"No","No","No"
"365e98a313",1,1,6,0,"No","No","No"
"366182ca0a",1,1,6,0,"No","No","No"
"36907eed21",1,1,6,0,"No","No","No"
"3697ba21b7",0,1,0,1,"No","No","No"
"36d4840b2a",1,1,5,0,"No","No","No"
"36d93f629c",1,1,8,0,"Yes","Yes","Yes"
"371da93b32",1,1,14,0,"No","No","No"
"3722aa0d4c",1,1,5,0,"Yes","Yes","Yes"
"3731753491",1,1,7,0,"No","No","No"
"37378151c5",0,1,0,1,"No","No","No"
"3739069636",1,1,6,0,"Yes","Yes","Yes"
"373c3bbb4e",0,1,0,1,"No","No","No"
"373d23515e",0,1,0,1,"No","No","No"
"373fba4f75",0,1,0,1,"No","No","No"
"3770768614",0,1,1,1,"No","No","No"
"377f210665",1,1,4,0,"No","No","No"
"37964ffc0b",1,1,12,0,"No","Yes","Yes"
"37a5fe8c18",1,1,5,0,"No","No","No"
"37a7750cef",1,1,8,0,"No","No","No"
"37d1cbe920",1,1,5,0,"No","No","No"
"37f25bde8e",1,1,3,0,"No","No","No"
"37faac451c",1,1,8,0,"No","No","No"
"3826555b98",0,1,1,1,"No","No","No"
"382fa023fe",1,1,11,0,"No","Yes","Yes"
"383e51a110",1,1,8,0,"No","No","Yes"
"386c5e8aa3",1,1,7,0,"Yes","Yes","Yes"
"388b6aea59",1,1,8,0,"No","No","No"
"3894ec2c49",1,1,7,0,"No","No","Yes"
"389d48ee29",1,1,6,0,"No","No","No"
"38ae2b5c72",0,1,0,1,"No","No","No"
"38b59d19a0",1,1,8,0,"No","No","No"
"38c616f446",0,1,1,1,"No","No","No"
"38d2d83eaa",0,1,0,1,"No","No","No"
"3918ab709b",1,1,10,0,"No","No","No"
"3932275c7e",0,1,1,1,"No","No","No"
"3974dc356f",1,1,5,0,"No","No","No"
"3975db8fcb",1,1,4,0,"No","No","No"
"397db061b2",0,1,0,1,"No","No","No"
"399c4df901",1,1,4,0,"Yes","Yes","Yes"
"39a8c5200d",1,1,10,0,"No","No","No"
"39e899677c",1,1,6,0,"No","No","No"
"3a0137e170",1,1,9,0,"No","No","No"
"3a02758192",1,1,8,0,"No","Yes","Yes"
"3a044bf33c",1,1,8,0,"No","No","No"
"3a5f160155",1,1,7,0,"No","No","No"
"3a667f6242",1,1,11,0,"No","No","No"
"3a6d40f957",0,1,1,1,"No","No","No"
"3a735a5e5b",0,1,0,1,"No","No","No"
"3a788ee7dd",1,1,7,0,"No","No","No"
"3a8ab3c7fc",1,1,11,0,"No","No","Yes"
"3a9a093b45",1,1,4,0,"Yes","Yes","Yes"
"3a9a60aaf7",0,1,0,1,"No","No","No"
"3ac6d4361b",0,1,1,1,"No","No","No"
"3af1b8b7c3",1,1,13,0,"No","No","No"
"3b4d41d0e3",1,1,12,0,"No","No","No"
"3b5586e302",1,1,9,0,"No","No","No"
"3b59093358",1,1,7,0,"No","No","No"
"3b61c632cc",1,1,15,0,"No","No","No"
"3b75291abd",1,1,14,0,"No","No","No"
"3ba2a71513",1,1,10,0,"No","No","No"
"3ba3dec5ef",1,1,6,0,"No","No","No"
"3ba79c30a2",1,1,6,0,"No","No","No"
"3ba9a61cb3",1,1,9,0,"No","No","No"
"3bc607f946",1,1,8,0,"No","No","No"
"3bcab28770",1,1,12,0,"No","No","No"
"3be8d3627f",0,1,0,1,"No","No","No"
"3becf2a13d",1,1,4,0,"No","No","No"
"3bfc797d8e",1,1,10,0,"No","No","No"
"3bfdb14c9f",1,1,9,0,"No","No","No"
"3c04e081e6",1,1,6,0,"No","No","No"
"3c1893d474",1,1,21,0,"No","No","No"
"3c20f99e79",1,1,8,0,"Yes","Yes","Yes"
"3c42712026",1,1,47,0,"No","No","No"
"3c8b661744",1,1,11,0,"No","No","No"
"3cc4f4864f",1,1,15,0,"No","No","No"
"3cc87d75f2",1,1,31,0,"No","No","No"
"3ce32be8d2",0,1,0,1,"No","No","No"
"3ce7eefa4f",0,1,0,1,"No","No","No"
"3d04d76c7d",1,1,6,0,"No","No","No"
"3d05ce7a5c",1,1,19,0,"No","No","No"
"3d261baa7b",1,1,6,0,"No","No","No"
"3d2ed5c96b",1,1,9,0,"No","No","No"
"3d3d16dd3e",1,1,4,0,"No","No","No"
"3d4a1b364e",1,1,5,0,"No","No","No"
"3d4abc7951",1,1,14,0,"No","No","No"
"3d5ee54093",0,1,0,1,"No","No","No"
"3d5eee5b44",1,1,6,0,"No","No","No"
"3d72d72d32",1,1,6,0,"No","No","No"
"3d7f16d92b",1,1,6,0,"No","No","No"
"3d84fb4976",0,1,0,1,"No","No","No"
"3d977d3ae9",1,1,5,0,"No","No","No"
"3da6bd7320",1,1,4,0,"Yes","Yes","Yes"
"3dd1c41edc",1,1,6,0,"No","No","No"
"3ddbcd03e2",0,1,1,1,"No","No","No"
"3e08a99302",0,1,0,1,"No","No","No"
"3e0cce6871",1,1,5,0,"Yes","Yes","Yes"
"3e25f03475",1,1,10,0,"Yes","Yes","Yes"
"3e3d4de553",1,1,14,0,"No","No","No"
"3e54ead4f1",0,1,0,1,"No","No","No"
"3e57520bf1",1,1,7,0,"No","Yes","Yes"
"3e592ae36a",1,1,11,0,"No","No","No"
"3e5ed81213",1,1,7,0,"No","No","No"
"3e69ada036",1,1,6,0,"No","No","No"
"3e6a39e7cb",1,1,12,0,"No","No","No"
"3e6ca17755",1,1,6,0,"No","No","No"
"3e89b6af4e",1,1,73,0,"No","No","No"
"3eb3c3ad4e",1,1,5,0,"No","No","No"
"3ebab52cf2",1,1,8,0,"No","Yes","No"
"3ec325d896",0,1,0,1,"No","No","No"
"3f04216581",1,1,8,0,"No","No","No"
"3f10daa98b",1,1,24,0,"No","No","No"
"3f173dbe03",1,1,6,0,"No","Yes","Yes"
"3f1f8bc52d",1,1,5,0,"No","No","No"
"3f47c295f1",1,1,5,0,"Yes","Yes","Yes"
"3f5414fe3e",1,1,7,0,"No","No","No"
"3f5d49d0ee",1,1,14,0,"No","No","No"
"3f74d8380e",1,1,8,0,"No","No","No"
"3f75c32b20",1,1,2,0,"No","No","No"
"3f9d15b3d1",1,1,7,0,"No","No","No"
"3fbe313afe",0,1,0,1,"No","No","No"
"3fc2766ac4",0,1,1,1,"No","No","No"
"3feaca169e",1,1,5,0,"No","No","No"
"3fee5ebbb9",1,1,11,0,"No","No","No"
"3ff5169dca",1,1,6,0,"No","No","No"
"3ffd3e19b1",1,1,20,0,"No","No","No"
"4.98E+12",1,1,4,0,"No","No","No"
"4075b27093",1,1,7,0,"Yes","Yes","Yes"
"4091117125",1,1,13,0,"No","No","No"
"40bde99f44",1,1,8,0,"No","No","No"
"40c5c73f4f",1,1,95,0,"No","No","No"
"40d3341cdd",1,1,5,0,"No","No","No"
"40f1a87543",1,1,5,0,"No","No","No"
"41019c5618",1,1,5,0,"Yes","Yes","Yes"
"410be9f5cb",1,1,5,0,"No","No","No"
"413d737641",1,1,11,0,"No","No","No"
"4158ef6b36",1,1,6,0,"No","No","No"
"416302fc4b",0,1,1,1,"No","No","No"
"4181d2357f",1,1,20,0,"No","No","No"
"41a300ee22",1,1,10,0,"Yes","Yes","Yes"
"41b921514f",1,1,6,0,"Yes","Yes","Yes"
"41d0b4e8da",1,1,19,0,"No","No","No"
"41eac73ae8",1,1,46,0,"No","No","No"
"41f3d319cc",1,1,22,0,"No","No","No"
"4206fbcf7d",1,1,14,0,"No","No","No"
"420cc3e1a6",1,1,9,0,"Yes","Yes","Yes"
"4226e45697",0,1,1,1,"No","No","No"
"422cf130d8",1,1,5,0,"No","No","No"
"426f680fcd",1,1,6,0,"No","No","No"
"42a037fa0d",1,1,4,0,"Yes","Yes","Yes"
"42a7e456ee",1,1,6,0,"No","Yes","Yes"
"42b20c7ef5",1,1,6,0,"No","No","No"
"42ca3ed490",1,1,6,0,"No","No","No"
"42eec5c69b",1,1,5,0,"No","No","No"
"4302cf9c1c",1,1,5,0,"No","No","No"
"431100ebef",1,1,8,0,"No","No","No"
"43154b2989",1,1,7,0,"No","No","No"
"43205889c9",1,1,28,0,"No","No","No"
"4325b28037",1,1,6,0,"No","No","No"
"43405ffcef",1,1,6,0,"No","No","No"
"43596ff7ea",1,1,22,0,"No","No","No"
"436ea069a2",1,1,22,0,"No","No","No"
"4386634843",0,1,0,1,"No","No","No"
"4391090ab3",1,1,9,0,"Yes","Yes","Yes"
"43b37068cd",1,1,5,0,"No","No","No"
"43fdae560a",1,1,5,0,"No","No","No"
"440a3b07e7",0,1,0,1,"No","No","No"
"4422fb605a",1,1,5,0,"No","No","No"
"44627bbd0e",0,1,0,1,"No","No","No"
"44648a2c55",1,1,8,0,"No","No","No"
"446570104b",1,1,15,0,"No","No","No"
"446d59f4bf",1,1,13,0,"No","No","No"
"44994d2100",1,1,11,0,"Yes","Yes","Yes"
"449d2c7a1a",1,1,8,0,"No","Yes","Yes"
"44ad3bf085",0,1,0,1,"No","No","No"
"44b45dae25",1,1,4,0,"No","No","No"
"44c5b54b5c",1,1,7,0,"Yes","Yes","Yes"
"44ccf4650a",0,1,0,1,"No","No","No"
"4518804d82",1,1,117,0,"No","No","No"
"45297a8d29",1,1,6,0,"No","No","No"
"456ab01799",1,1,17,0,"No","No","No"
"456f4915da",1,1,12,0,"No","No","No"
"4572d36ba8",1,1,9,0,"No","No","No"
"457342bb5d",1,1,5,0,"No","No","No"
"457b5bfc69",1,1,7,0,"No","No","No"
"458b4615e8",1,1,7,0,"No","No","No"
"45bcc15375",1,1,8,0,"No","No","No"
"45df86518d",0,1,0,1,"No","No","No"
"45e0f06e22",1,1,6,0,"No","No","No"
"460c50aefb",0,1,0,1,"No","No","No"
"46173d525c",1,1,10,0,"No","No","No"
"4637445057",1,1,7,0,"No","No","No"
"46402ce033",1,1,5,0,"No","No","No"
"46804c2dfe",1,1,13,0,"No","Yes","Yes"
"468304e804",1,1,7,0,"No","No","No"
"46883ecb21",1,1,8,0,"Yes","Yes","Yes"
"4688c09b61",0,1,0,1,"No","No","No"
"46a2cde68f",1,1,12,0,"No","No","No"
"46d05acda5",1,1,4,0,"Yes","Yes","Yes"
"46d929aa61",1,1,12,0,"No","No","No"
"47066db7f3",1,1,5,0,"Yes","Yes","Yes"
"4766da4bdf",1,1,4,0,"No","No","No"
"47a9eb9095",1,1,8,0,"No","No","No"
"47f81269ed",1,1,6,0,"No","No","No"
"483449da89",1,1,6,0,"No","No","No"
"484821e97b",1,1,11,0,"No","No","No"
"48503eb602",1,1,5,0,"No","No","No"
"4905a81608",1,1,13,0,"Yes","Yes","Yes"
"4913f1f424",1,1,4,0,"No","No","No"
"491f147ae9",1,1,5,0,"No","No","No"
"493404a32c",0,1,1,1,"No","No","No"
"49500f1303",0,1,0,1,"No","No","No"
"495af038f6",0,1,1,1,"No","No","No"
"49630c2bde",1,1,10,0,"Yes","Yes","Yes"
"4973051bb5",1,1,6,0,"No","No","No"
"497a7fbbfd",1,1,7,0,"No","No","No"
"498662ec2a",1,1,7,0,"No","No","No"
"49c0924bbf",1,1,5,0,"No","No","No"
"49c66616a8",1,1,8,0,"No","Yes","Yes"
"49e4b9114b",1,1,4,0,"No","No","No"
"49f5a29298",1,1,8,0,"No","No","No"
"49f9b3f333",0,1,0,1,"No","No","No"
"49fa59002d",1,1,4,0,"No","No","No"
"4a02be6c4d",1,1,13,0,"No","No","No"
"4a139da0f3",1,1,18,0,"Yes","Yes","Yes"
"4a2a84359e",0,1,0,1,"No","No","No"
"4a46421218",1,1,7,0,"No","No","No"
"4a4bab70f9",1,1,4,0,"No","No","No"
"4a79cd7b67",1,1,11,0,"Yes","Yes","Yes"
"4a8d49b871",0,1,0,1,"No","No","No"
"4aa21165dc",1,1,7,0,"No","No","No"
"4ab4a7e59d",1,1,22,0,"No","No","No"
"4ad12a5c0b",1,1,4,0,"Yes","Yes","Yes"
"4ad4e3343d",1,1,7,0,"No","No","No"
"4ad761f7d3",1,1,11,0,"No","No","No"
"4ad95a7d23",1,1,8,0,"No","No","No"
"4adee17103",1,1,24,0,"No","No","No"
"4af95b809e",0,1,0,1,"No","No","No"
"4afd892678",1,1,171,0,"No","No","No"
"4b017384b9",0,1,0,1,"No","No","No"
"4b24516089",1,1,8,0,"No","No","No"
"4b255c445c",1,1,9,0,"Yes","Yes","No"
"4b2e719e2d",1,1,4,0,"No","No","No"
"4b39a5e673",1,1,6,0,"No","No","No"
"4b8b27ceb4",1,1,6,0,"No","No","No"
"4b991bb729",1,1,8,0,"No","No","No"
"4bc2e3566f",1,1,10,0,"No","No","No"
"4bd617e9ea",0,1,0,1,"No","No","No"
"4bd6370c24",1,1,4,0,"No","No","No"
"4bff162415",1,1,7,0,"No","No","No"
"4c0d98f32d",1,1,9,0,"No","No","No"
"4c4e6b82a8",1,1,7,0,"No","No","No"
"4c5fd6b150",1,1,10,0,"No","No","No"
"4c6e9435f5",1,1,5,0,"No","No","No"
"4c71923408",1,1,5,0,"No","No","No"
"4c7a8dc58b",1,1,10,0,"No","No","No"
"4c7e8f4ed3",1,1,10,0,"No","No","No"
"4c9a1e4f11",1,1,7,0,"No","No","No"
"4cdf086a4c",0,1,0,1,"No","No","No"
"4ce3ba46da",0,1,0,1,"No","No","No"
"4ce3f06cc2",1,1,5,0,"No","No","No"
"4cf6aea56e",1,1,8,0,"No","No","No"
"4cf80ccb73",0,1,0,1,"No","No","No"
"4d10548eef",0,1,1,1,"No","No","No"
"4d32955de0",1,1,5,0,"No","No","No"
"4d56e9a2b9",1,1,7,0,"No","No","No"
"4d906df823",1,1,7,0,"No","No","No"
"4dbc6abad3",1,1,7,0,"No","No","No"
"4dbca41777",1,1,4,0,"No","No","No"
"4deec4aaf6",1,1,5,0,"Yes","Yes","Yes"
"4e049e06d9",1,1,4,0,"No","No","No"
"4e08640ce8",0,1,0,1,"No","No","No"
"4e2094a44c",1,1,33,0,"No","No","No"
"4e21fadfc4",1,1,5,0,"No","No","No"
"4e28ad9373",1,1,4,0,"No","No","No"
"4e3a2474c3",1,1,7,0,"No","No","No"
"4e42f74f8d",1,1,8,0,"No","No","No"
"4e5f57b039",1,1,5,0,"No","No","No"
"4e94ba4029",1,1,6,0,"No","No","No"
"4e9618a0b4",1,1,7,0,"No","No","No"
"4e9735e774",1,1,8,0,"No","No","No"
"4e9b0dcab5",1,1,13,0,"No","No","No"
"4ea8dd850e",1,1,4,0,"No","No","No"
"4eaba1464b",1,1,7,0,"Yes","Yes","Yes"
"4ed1243185",1,1,4,0,"No","No","No"
"4ef11ca889",0,1,0,1,"No","No","No"
"4efde4002c",0,1,0,1,"No","No","No"
"4f253db38d",1,1,4,0,"No","No","No"
"4f2ca734d6",1,1,11,0,"Yes","Yes","No"
"4f3a4577c9",1,1,7,0,"No","No","No"
"4f52e2a3f3",1,1,9,0,"No","No","No"
"4f5618c240",1,1,7,0,"No","No","No"
"4f59d1e18d",1,1,6,0,"No","No","No"
"4f96ea96be",1,1,12,0,"No","No","No"
"4faa0a279d",1,1,7,0,"No","No","No"
"4fbe33f424",1,1,8,0,"No","No","No"
"4fbf7376e5",1,1,12,0,"No","No","No"
"4fc219fdf4",1,1,10,0,"No","No","No"
"4fc8848812",1,1,45,0,"No","No","No"
"4fd063a2dd",1,1,7,0,"Yes","Yes","Yes"
"4fd613bc97",1,1,22,0,"Yes","Yes","Yes"
"4fe2133ed7",1,1,12,0,"No","No","No"
"4fe998b917",1,1,10,0,"No","No","No"
"5.53E+34",1,1,9,0,"Yes","Yes","Yes"
"5.61E+301",0,1,0,1,"No","No","No"
"5004b47595",0,1,1,1,"No","No","No"
"5026cd7ec3",1,1,7,0,"Yes","Yes","Yes"
"503404fbb0",1,1,12,0,"No","No","No"
"5034c0b117",0,1,1,1,"No","No","No"
"50378eb573",1,1,6,0,"No","No","No"
"5042680717",0,1,1,1,"No","No","No"
"504c9263d0",1,1,37,0,"No","No","No"
"506c9b561e",1,1,13,0,"No","No","No"
"50854cc152",1,1,4,0,"No","No","No"
